votes,seatsR,seatsD
0,0,0
0.6265797284309316,0.0,0.0
1.6265797284309325,0.0,0.0
2.6265797284309333,0.0,0.0
3.6265797284309342,0.0,0.0
4.626579728430935,0.0,0.0
5.6265797284309365,0.0,0.0
6.6265797284309365,0.0,0.0
7.626579728430938,0.0,0.0
8.626579728430938,0.0,0.0
9.62657972843094,0.0,0.0
10.62657972843094,0.0,0.0
11.626579728430942,0.0,0.0
12.626579728430942,0.0,0.0
13.626579728430944,0.0,0.0
14.626579728430944,0.0,0.0
15.626579728430945,0.0,0.0
16.626579728430947,0.0,0.0
17.626579728430947,0.0,0.0
18.626579728430947,0.0,0.0
19.626579728430947,0.0,0.0
20.62657972843095,0.0,0.0
21.62657972843095,0.0,0.0
22.62657972843095,0.0,0.3928571428571429
23.62657972843095,0.0,0.6178571428571428
24.626579728430954,0.0,1.375
25.626579728430954,0.0,2.1035714285714286
26.626579728430954,0.0,2.642857142857143
27.626579728430954,0.0,3.6214285714285714
28.626579728430958,0.0,4.560714285714286
29.626579728430958,0.0,5.514285714285714
30.626579728430958,0.2285714285714286,6.457142857142857
31.626579728430958,1.0321428571428573,7.507142857142856
32.62657972843096,1.7035714285714285,9.082142857142857
33.62657972843096,2.314285714285714,10.35
34.62657972843096,3.167857142857143,12.125
35.62657972843096,4.885714285714285,13.45357142857143
36.62657972843096,6.910714285714286,15.210714285714285
37.62657972843096,8.835714285714285,17.32857142857143
38.62657972843097,12.210714285714285,18.84642857142857
39.62657972843097,15.985714285714286,20.514285714285716
40.62657972843097,20.05,21.95714285714286
41.62657972843097,24.660714285714285,23.67857142857143
42.62657972843097,28.80714285714286,25.585714285714285
43.62657972843097,33.385714285714286,27.425
44.62657972843097,38.99285714285714,29.960714285714285
45.62657972843097,44.175,32.06071428571428
46.626579728430976,49.096428571428575,34.025
47.626579728430976,53.296428571428564,36.85
48.626579728430976,58.09642857142857,36.832142857142856
49.626579728430976,61.03214285714286,39.70357142857143
50.626579728430976,63.87142857142857,42.53214285714286
52.62657972843099,63.81428571428571,47.4
53.62657972843099,66.6392857142857,51.63214285714286
54.62657972843099,68.71071428571427,57.125
55.62657972843099,70.71785714285714,62.23928571428572
56.62657972843099,72.575,67.79285714285714
57.626579728431,74.725,71.83928571428572
58.626579728431,76.62857142857142,75.98928571428571
59.626579728431,78.36428571428571,80.98571428571428
60.626579728431,79.83571428571429,85.08928571428571
61.626579728431,81.51071428571429,88.83571428571429
62.626579728431,83.20357142857144,92.14285714285714
63.626579728431,85.51071428571429,94.04285714285714
64.626579728431,87.15357142857142,96.1
65.626579728431,88.53928571428571,97.15357142857142
66.626579728431,90.25,98.01785714285714
67.626579728431,91.85357142857143,98.61071428571428
68.626579728431,93.10357142857143,99.28214285714286
69.62657972843101,94.19999999999999,100.0
70.62657972843101,95.13571428571429,100.0
71.62657972843101,96.08214285714286,100.0
72.62657972843101,97.00357142857143,100.0
73.62657972843101,97.67857142857143,100.0
74.62657972843101,98.28571428571429,100.0
75.62657972843101,98.94642857142857,100.0
76.62657972843101,99.67142857142856,100.0
77.62657972843101,100.0,100.0
78.62657972843101,100.0,100.0
79.62657972843101,100.0,100.0
80.62657972843101,100.0,100.0
81.62657972843101,100.0,100.0
82.62657972843101,100.0,100.0
83.62657972843101,100.0,100.0
84.62657972843101,100.0,100.0
85.62657972843101,100.0,100.0
86.62657972843103,100.0,100.0
87.62657972843103,100.0,100.0
88.62657972843103,100.0,100.0
89.62657972843103,100.0,100.0
90.62657972843103,100.0,100.0
91.62657972843103,100.0,100.0
92.62657972843103,100.0,100.0
93.62657972843103,100.0,100.0
94.62657972843103,100.0,100.0
95.62657972843103,100.0,100.0
96.62657972843103,100.0,100.0
97.62657972843103,100.0,100.0
98.62657972843103,100.0,100.0
99.62657972843103,100.0,100.0
100,100,100
