4 

         3813153206 function calls (3779125891 primitive calls) in 1267.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   350078   12.918    0.000   31.286    0.000 filters.py:55(__init__)
      753    8.188    0.011   42.938    0.057 __init__.py:120(dump)
 34078768    6.419    0.000   19.867    0.000 encoder.py:277(_iterencode_list)
      767    5.593    0.007    9.059    0.012 graph.py:894(add_edges_from)
  9144519    5.526    0.000    7.412    0.000 coreviews.py:322(new_node_ok)
 34091666    5.254    0.000    5.254    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 34092418    4.621    0.000   29.489    0.000 encoder.py:413(_iterencode)
      350    3.931    0.011 1332.357    3.807 GerrymanderingMCMC.py:210(recombination_of_districts)
   174263    3.646    0.000 1284.306    0.007 GerrymanderingMCMC.py:176(__is_valid_district_plan)
 28395832    2.566    0.000    2.576    0.000 {built-in method builtins.isinstance}
  1745369    2.209    0.000    2.418    0.000 coreviews.py:269(__iter__)
      767    2.072    0.003    3.916    0.005 graph.py:523(add_nodes_from)
 10642681    1.935    0.000    1.935    0.000 {method 'update' of 'dict' objects}
  1685317    1.790    0.000    2.544    0.000 coreviews.py:320(__getitem__)
  3371885    1.759    0.000    9.339    0.000 _collections_abc.py:742(__iter__)
   350078    1.688    0.000    3.676    0.000 graphviews.py:80(subgraph_view)
  2293852    1.687    0.000    9.783    0.000 reportviews.py:717(__iter__)
  2671430    1.463    0.000    1.648    0.000 union_find.py:53(__getitem__)
 11580482    1.381    0.000    1.381    0.000 {built-in method _json.encode_basestring_ascii}
      250    1.362    0.005   52.706    0.211 GerrymanderingMCMC.py:365(perform_calculations)
  3652950    1.356    0.000    1.765    0.000 graph.py:1514(<genexpr>)
      250    1.332    0.005    2.224    0.009 node_link.py:98(<listcomp>)
      755    1.245    0.002    1.252    0.002 {built-in method io.open}
  1163782    1.192    0.000    8.403    0.000 reportviews.py:1025(__iter__)
     1700    1.189    0.001    3.011    0.002 GerrymanderingMCMC.py:158(<listcomp>)
      417    1.050    0.003   30.376    0.073 GerrymanderingMCMC.py:269(__random_spanning_tree)
   350078    0.912    0.000   36.867    0.000 graph.py:1628(subgraph)
   697052    0.890    0.000  905.972    0.001 GerrymanderingMCMC.py:168(__district_size)
   350846    0.848    0.000    0.938    0.000 graph.py:300(__init__)
      250    0.826    0.003    1.162    0.005 node_link.py:90(<listcomp>)
   989102    0.817    0.000   10.068    0.000 mst.py:169(filter_nan_edges)
   358612    0.780    0.000    0.973    0.000 graph.py:830(add_edge)
  2035395    0.774    0.000    0.774    0.000 coreviews.py:262(__init__)
  5346927    0.705    0.000    0.705    0.000 {method 'get' of 'dict' objects}
   988685    0.685    0.000    3.626    0.000 reportviews.py:928(__getitem__)
  8898165    0.645    0.000    0.645    0.000 filters.py:24(no_filter)
   503286    0.607    0.000    0.607    0.000 graph.py:416(__contains__)
  5235716    0.579    0.000    0.579    0.000 {method 'copy' of 'dict' objects}
   347447    0.579    0.000   13.417    0.000 mst.py:123(kruskal_mst_edges)
   634190    0.559    0.000    0.559    0.000 encoder.py:223(floatstr)
   990186    0.545    0.000    0.655    0.000 reportviews.py:906(__init__)
  2783068    0.520    0.000    3.051    0.000 coreviews.py:267(<genexpr>)
   350078    0.515    0.000    0.515    0.000 function.py:147(freeze)
        1    0.498    0.498 1385.579 1385.579 GerrymanderingMCMC.py:345(generate_alternative_plans)
   174931    0.487    0.000    0.561    0.000 decorators.py:64(_not_implemented_for)
5407751/5405651    0.480    0.000    0.667    0.000 {built-in method builtins.len}
   805992    0.467    0.000    0.638    0.000 graph.py:349(adj)
   990186    0.370    0.000    1.025    0.000 graph.py:1242(edges)
      417    0.353    0.001   10.421    0.025 {built-in method builtins.sorted}
  4565997    0.352    0.000    0.352    0.000 {method 'items' of 'dict' objects}
      751    0.331    0.000    0.331    0.000 {method 'close' of '_io.TextIOWrapper' objects}
   349366    0.319    0.000    3.370    0.000 {built-in method builtins.sum}
   350078    0.311    0.000    0.902    0.000 graph.py:1827(nbunch_iter)
   347030    0.304    0.000    1.097    0.000 union_find.py:101(union)
   701071    0.286    0.000    1.982    0.000 reportviews.py:174(__iter__)
        1    0.247    0.247    0.248    0.248 {method 'read' of '_io.TextIOWrapper' objects}
   350078    0.217    0.000    0.217    0.000 coreviews.py:303(__init__)
   174514    0.215    0.000    0.215    0.000 graph.py:987(remove_edge)
   337216    0.213    0.000    0.288    0.000 coreviews.py:318(<genexpr>)
   347030    0.213    0.000    0.304    0.000 {built-in method builtins.max}
   349366    0.203    0.000    3.896    0.000 coreviews.py:266(__len__)
  1340264    0.201    0.000    0.201    0.000 {built-in method builtins.hasattr}
  2293185    0.193    0.000    0.193    0.000 reportviews.py:655(<lambda>)
  2177725    0.186    0.000    0.186    0.000 {method 'append' of 'list' objects}
  1746787    0.184    0.000    0.184    0.000 {built-in method builtins.id}
   174514    0.167    0.000    0.725    0.000 decorator.py:decorator-gen-174>:1(connected_components)
   347030    0.157    0.000    0.490    0.000 union_find.py:103(<listcomp>)
   617750    0.149    0.000    0.294    0.000 graph.py:1513(<genexpr>)
      350    0.124    0.000    0.524    0.001 boundary.py:100(node_boundary)
   349567    0.121    0.000    0.177    0.000 _collections_abc.py:676(items)
   360250    0.119    0.000    0.119    0.000 coreviews.py:317(<genexpr>)
   697052    0.117    0.000    0.117    0.000 reportviews.py:189(__call__)
      251    0.117    0.000    0.807    0.003 GerrymanderingMCMC.py:195(__update_new_districts_with_cut)
   988685    0.100    0.000    0.100    0.000 {built-in method math.isnan}
   988685    0.097    0.000    0.097    0.000 {method 'random' of '_random.Random' objects}
   694060    0.091    0.000    0.091    0.000 union_find.py:105(<lambda>)
      417    0.077    0.000   16.470    0.039 mst.py:552(maximum_spanning_tree)
   700191    0.077    0.000    0.077    0.000 graph.py:1428(is_directed)
   174764    0.076    0.000    0.110    0.000 graph.py:398(__iter__)
   701025    0.073    0.000    0.073    0.000 graph.py:1424(is_multigraph)
   153208    0.065    0.000    0.209    0.000 graph.py:451(__getitem__)
   349567    0.056    0.000    0.056    0.000 _collections_abc.py:698(__init__)
   348526    0.053    0.000    0.053    0.000 {built-in method builtins.abs}
      350    0.041    0.000    0.089    0.000 boundary.py:137(<setcomp>)
   153558    0.041    0.000    0.249    0.000 boundary.py:138(<genexpr>)
        1    0.024    0.024    0.377    0.377 GerrymanderingMCMC.py:53(read_graph)
      754    0.021    0.000    0.023    0.000 encoder.py:204(iterencode)
        1    0.020    0.020    0.024    0.024 adjacency.py:15(adjacency_data)
     1050    0.019    0.000    0.130    0.000 random.py:286(sample)
      757    0.018    0.000    0.018    0.000 {built-in method posix.mkdir}
     1506    0.017    0.000    0.017    0.000 {built-in method posix.stat}
        1    0.015    0.015    0.015    0.015 decoder.py:343(raw_decode)
      350    0.012    0.000    0.030    0.000 GerrymanderingMCMC.py:149(<listcomp>)
     1500    0.008    0.000    0.009    0.000 BWP.py:16(append)
  757/753    0.005    0.000    0.046    0.000 os.py:198(makedirs)
     1700    0.005    0.000    3.023    0.002 GerrymanderingMCMC.py:153(__get_district_nodes)
      753    0.005    0.000    0.010    0.000 posixpath.py:154(dirname)
     2100    0.005    0.000    0.008    0.000 {built-in method _abc._abc_instancecheck}
      350    0.005    0.000    1.227    0.004 GerrymanderingMCMC.py:143(__find_neighboring_district)
      250    0.004    0.000    0.602    0.002 MMD.py:14(save)
      250    0.004    0.000    0.301    0.001 RDS.py:56(save)
      250    0.004    0.000    3.395    0.014 node_link.py:20(node_link_data)
      350    0.004    0.000   10.014    0.029 graph.py:1432(copy)
      755    0.003    0.000    0.006    0.000 _bootlocale.py:33(getpreferredencoding)
     1050    0.003    0.000    0.133    0.000 GerrymanderingMCMC.py:137(__random_district_label)
     6000    0.003    0.000    0.003    0.000 {built-in method _bisect.insort_right}
      755    0.003    0.000    0.003    0.000 {built-in method _locale.nl_langinfo}
      667    0.002    0.000    0.002    0.000 reportviews.py:642(__init__)
1053/1052    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
     1050    0.002    0.000    0.004    0.000 random.py:224(_randbelow)
     1000    0.002    0.000    0.002    0.000 RDS.py:11(append)
      834    0.002    0.000    0.002    0.000 coreviews.py:311(__iter__)
      667    0.002    0.000    0.004    0.000 reportviews.py:933(__call__)
      757    0.002    0.000    0.003    0.000 posixpath.py:104(split)
      753    0.002    0.000    0.002    0.000 encoder.py:259(_make_iterencode)
     1510    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      749    0.002    0.000    0.005    0.000 genericpath.py:39(isdir)
      700    0.002    0.000    1.347    0.002 GerrymanderingMCMC.py:160(__get_district_subgraph)
     1764    0.001    0.000    0.002    0.000 graph.py:477(add_node)
     2100    0.001    0.000    0.010    0.000 abc.py:137(__instancecheck__)
      757    0.001    0.000    0.014    0.000 genericpath.py:16(exists)
     1510    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
     1819    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
      417    0.001    0.000    0.005    0.000 decorator.py:decorator-gen-546>:1(maximum_spanning_edges)
      417    0.001    0.000    0.001    0.000 mst.py:402(maximum_spanning_edges)
        1    0.001    0.001    0.378    0.378 GerrymanderingMCMC.py:31(__init__)
        1    0.001    0.001 1385.959 1385.959 runner.py:7(main)
      754    0.001    0.000    0.001    0.000 codecs.py:186(__init__)
     1511    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      417    0.001    0.000    0.001    0.000 union_find.py:38(__init__)
     1510    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1050    0.001    0.000    0.001    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.001    0.001    0.001    0.001 RDS.py:36(summary)
        1    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
1053/1052    0.000    0.000    0.003    0.000 abc.py:141(__subclasscheck__)
      749    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
     1050    0.000    0.000    0.188    0.000 reportviews.py:171(__len__)
      250    0.000    0.000    0.000    0.000 MMD.py:11(append)
        1    0.000    0.000    0.001    0.001 MMD.py:21(summary)
      350    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.016    0.016 BWP.py:34(save)
     1050    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.262    0.262 GerrymanderingMCMC.py:81(__load_json)
        1    0.000    0.000    0.000    0.000 BWP.py:8(__init__)
        1    0.000    0.000    0.015    0.015 encoder.py:182(encode)
        1    0.000    0.000    0.015    0.015 decoder.py:332(decode)
        1    0.000    0.000    0.015    0.015 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 graph.py:1345(adjacency)
        1    0.000    0.000    0.001    0.001 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.262    0.262 __init__.py:274(load)
        1    0.000    0.000    0.015    0.015 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 RDS.py:6(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1061(_opener)
        1    0.000    0.000    0.000    0.000 MMD.py:6(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1199(open)
        2    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5555558899a0}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


New Profile

15 

         4118441433 function calls (4084335675 primitive calls) in 1388.346 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
318280211  189.688    0.000  230.687    0.000 coreviews.py:278(__getitem__)
314926654  181.814    0.000  658.566    0.000 GerrymanderingMCMC.py:173(<lambda>)
321969473  121.561    0.000  168.531    0.000 graph.py:666(nodes)
158699416  110.190    0.000  311.464    0.000 connected.py:185(_plain_bfs)
189550795  102.359    0.000  144.049    0.000 coreviews.py:276(<genexpr>)
321611025   86.623    0.000  313.043    0.000 reportviews.py:177(__getitem__)
615162460   76.638    0.000   76.638    0.000 filters.py:58(__call__)
   706892   74.737    0.000  904.057    0.001 {built-in method _functools.reduce}
158699416   65.428    0.000  113.694    0.000 {method 'update' of 'set' objects}
158180427   58.823    0.000   76.210    0.000 coreviews.py:80(__getitem__)
321969473   46.970    0.000   46.970    0.000 reportviews.py:167(__init__)
134782293   32.590    0.000   32.590    0.000 coreviews.py:275(<genexpr>)
158180427   31.280    0.000   48.312    0.000 coreviews.py:50(__iter__)
   848136   25.428    0.000  339.537    0.000 connected.py:26(connected_components)
158638004   18.453    0.000   18.453    0.000 graph.py:1872(bunch_iter)
159003792   17.543    0.000   17.543    0.000 coreviews.py:44(__init__)
159068518   17.402    0.000   18.830    0.000 {built-in method builtins.iter}
158030353   13.418    0.000   13.418    0.000 {method 'add' of 'set' objects}
68221346/34117690   13.416    0.000   24.557    0.000 encoder.py:333(_iterencode_dict)
   354968   13.003    0.000   31.456    0.000 filters.py:55(__init__)
      753    8.243    0.011   42.737    0.057 __init__.py:120(dump)
 34104040    6.329    0.000   19.661    0.000 encoder.py:277(_iterencode_list)
  9252339    5.708    0.000    7.614    0.000 coreviews.py:322(new_node_ok)
      767    5.527    0.007    9.221    0.012 graph.py:894(add_edges_from)
 34116938    5.259    0.000    5.259    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 34117690    4.669    0.000   29.228    0.000 encoder.py:413(_iterencode)
      350    3.990    0.011 1335.588    3.816 GerrymanderingMCMC.py:210(recombination_of_districts)
   176723    3.672    0.000 1286.876    0.007 GerrymanderingMCMC.py:176(__is_valid_district_plan)
 28421096    2.543    0.000    2.553    0.000 {built-in method builtins.isinstance}
  1767530    2.279    0.000    2.499    0.000 coreviews.py:269(__iter__)
      767    1.979    0.003    3.824    0.005 graph.py:523(add_nodes_from)
 10669007    1.896    0.000    1.896    0.000 {method 'update' of 'dict' objects}
  3411499    1.846    0.000    9.753    0.000 _collections_abc.py:742(__iter__)
  1705124    1.820    0.000    2.623    0.000 coreviews.py:320(__getitem__)
   354968    1.650    0.000    3.712    0.000 graphviews.py:80(subgraph_view)
  2305425    1.602    0.000   10.025    0.000 reportviews.py:717(__iter__)
  3652950    1.562    0.000    1.970    0.000 graph.py:1514(<genexpr>)
  2702858    1.489    0.000    1.655    0.000 union_find.py:53(__getitem__)
 11586800    1.360    0.000    1.360    0.000 {built-in method _json.encode_basestring_ascii}
      250    1.352    0.005   51.842    0.207 GerrymanderingMCMC.py:365(perform_calculations)
      250    1.257    0.005    2.095    0.008 node_link.py:98(<listcomp>)
  1177815    1.215    0.000    8.704    0.000 reportviews.py:1025(__iter__)
     1700    1.172    0.001    2.990    0.002 GerrymanderingMCMC.py:158(<listcomp>)
      417    0.966    0.002   30.958    0.074 GerrymanderingMCMC.py:269(__random_spanning_tree)
   354968    0.938    0.000   37.107    0.000 graph.py:1628(subgraph)
   706892    0.887    0.000  905.589    0.001 GerrymanderingMCMC.py:168(__district_size)
      755    0.872    0.001    0.878    0.001 {built-in method io.open}
  2060092    0.843    0.000    0.843    0.000 coreviews.py:262(__init__)
  1000675    0.806    0.000   10.357    0.000 mst.py:169(filter_nan_edges)
   355736    0.803    0.000    0.894    0.000 graph.py:300(__init__)
  5367561    0.749    0.000    0.749    0.000 {method 'get' of 'dict' objects}
   363532    0.724    0.000    0.902    0.000 graph.py:830(add_edge)
  1000258    0.706    0.000    3.725    0.000 reportviews.py:928(__getitem__)
      250    0.689    0.003    1.015    0.004 node_link.py:90(<listcomp>)
  9002322    0.652    0.000    0.652    0.000 filters.py:24(no_filter)
   507156    0.613    0.000    0.613    0.000 graph.py:416(__contains__)
  1001759    0.607    0.000    0.741    0.000 reportviews.py:906(__init__)
  5239833    0.582    0.000    0.582    0.000 {method 'copy' of 'dict' objects}
   640508    0.567    0.000    0.567    0.000 encoder.py:223(floatstr)
   351588    0.556    0.000   13.701    0.000 mst.py:123(kruskal_mst_edges)
   354968    0.555    0.000    0.555    0.000 function.py:147(freeze)
  2819213    0.532    0.000    3.150    0.000 coreviews.py:267(<genexpr>)
        1    0.511    0.511 1387.959 1387.959 GerrymanderingMCMC.py:345(generate_alternative_plans)
   177376    0.508    0.000    0.590    0.000 decorators.py:64(_not_implemented_for)
   823365    0.472    0.000    0.629    0.000 graph.py:349(adj)
5431508/5429408    0.471    0.000    0.656    0.000 {built-in method builtins.len}
  1001759    0.362    0.000    1.103    0.000 graph.py:1242(edges)
      417    0.357    0.001   10.715    0.026 {built-in method builtins.sorted}
  4565997    0.350    0.000    0.350    0.000 {method 'items' of 'dict' objects}
   353483    0.324    0.000    3.474    0.000 {built-in method builtins.sum}
   710881    0.309    0.000    2.073    0.000 reportviews.py:174(__iter__)
   354968    0.304    0.000    0.901    0.000 graph.py:1827(nbunch_iter)
   351171    0.303    0.000    1.103    0.000 union_find.py:101(union)
      751    0.301    0.000    0.301    0.000 {method 'close' of '_io.TextIOWrapper' objects}
   354968    0.267    0.000    0.267    0.000 coreviews.py:303(__init__)
        1    0.249    0.249    0.250    0.250 {method 'read' of '_io.TextIOWrapper' objects}
   352792    0.239    0.000    0.318    0.000 coreviews.py:318(<genexpr>)
  1356727    0.232    0.000    0.232    0.000 {built-in method builtins.hasattr}
   351171    0.228    0.000    0.320    0.000 {built-in method builtins.max}
   176959    0.217    0.000    0.217    0.000 graph.py:987(remove_edge)
   353483    0.213    0.000    4.000    0.000 coreviews.py:266(__len__)
  2304758    0.191    0.000    0.191    0.000 reportviews.py:655(<lambda>)
  1746787    0.185    0.000    0.185    0.000 {built-in method builtins.id}
   176959    0.170    0.000    0.757    0.000 decorator.py:decorator-gen-174>:1(connected_components)
  2208959    0.168    0.000    0.168    0.000 {method 'append' of 'list' objects}
   617750    0.150    0.000    0.299    0.000 graph.py:1513(<genexpr>)
   351171    0.147    0.000    0.480    0.000 union_find.py:103(<listcomp>)
   706892    0.118    0.000    0.118    0.000 reportviews.py:189(__call__)
   353684    0.116    0.000    0.175    0.000 _collections_abc.py:676(items)
   352908    0.114    0.000    0.114    0.000 coreviews.py:317(<genexpr>)
      350    0.112    0.000    0.490    0.001 boundary.py:100(node_boundary)
      236    0.111    0.000    0.773    0.003 GerrymanderingMCMC.py:195(__update_new_districts_with_cut)
  1000258    0.100    0.000    0.100    0.000 {built-in method math.isnan}
  1000258    0.099    0.000    0.099    0.000 {method 'random' of '_random.Random' objects}
   702342    0.092    0.000    0.092    0.000 union_find.py:105(<lambda>)
   710805    0.081    0.000    0.081    0.000 graph.py:1424(is_multigraph)
   709971    0.080    0.000    0.080    0.000 graph.py:1428(is_directed)
      417    0.079    0.000   16.667    0.040 mst.py:552(maximum_spanning_tree)
   177209    0.074    0.000    0.109    0.000 graph.py:398(__iter__)
   152188    0.063    0.000    0.204    0.000 graph.py:451(__getitem__)
   353684    0.059    0.000    0.059    0.000 _collections_abc.py:698(__init__)
   353446    0.055    0.000    0.055    0.000 {built-in method builtins.abs}
      350    0.041    0.000    0.086    0.000 boundary.py:137(<setcomp>)
   152538    0.039    0.000    0.243    0.000 boundary.py:138(<genexpr>)
        1    0.025    0.025    0.384    0.384 GerrymanderingMCMC.py:53(read_graph)
        1    0.023    0.023    0.028    0.028 adjacency.py:15(adjacency_data)
      754    0.021    0.000    0.023    0.000 encoder.py:204(iterencode)
     1050    0.019    0.000    0.128    0.000 random.py:286(sample)
        1    0.016    0.016    0.016    0.016 decoder.py:343(raw_decode)
     1502    0.016    0.000    0.016    0.000 {built-in method posix.stat}
      753    0.015    0.000    0.015    0.000 {built-in method posix.mkdir}
      350    0.011    0.000    0.029    0.000 GerrymanderingMCMC.py:149(<listcomp>)
     1500    0.008    0.000    0.009    0.000 BWP.py:16(append)
      753    0.006    0.000    0.042    0.000 os.py:198(makedirs)
      753    0.005    0.000    0.010    0.000 posixpath.py:154(dirname)
     1700    0.005    0.000    3.001    0.002 GerrymanderingMCMC.py:153(__get_district_nodes)
      350    0.005    0.000    1.173    0.003 GerrymanderingMCMC.py:143(__find_neighboring_district)
     2100    0.005    0.000    0.009    0.000 {built-in method _abc._abc_instancecheck}
      250    0.004    0.000    0.355    0.001 MMD.py:14(save)
      250    0.004    0.000    3.117    0.012 node_link.py:20(node_link_data)
      250    0.004    0.000    0.250    0.001 RDS.py:56(save)
      350    0.004    0.000   10.173    0.029 graph.py:1432(copy)
     1050    0.003    0.000    0.131    0.000 GerrymanderingMCMC.py:137(__random_district_label)
      755    0.003    0.000    0.005    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.003    0.003    0.387    0.387 GerrymanderingMCMC.py:31(__init__)
      667    0.003    0.000    0.003    0.000 reportviews.py:642(__init__)
     6000    0.002    0.000    0.002    0.000 {built-in method _bisect.insort_right}
     1050    0.002    0.000    0.004    0.000 random.py:224(_randbelow)
1053/1052    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      755    0.002    0.000    0.002    0.000 {built-in method _locale.nl_langinfo}
     1000    0.002    0.000    0.002    0.000 RDS.py:11(append)
      834    0.002    0.000    0.002    0.000 coreviews.py:311(__iter__)
      667    0.002    0.000    0.005    0.000 reportviews.py:933(__call__)
      753    0.002    0.000    0.002    0.000 encoder.py:259(_make_iterencode)
      753    0.002    0.000    0.003    0.000 posixpath.py:104(split)
     1506    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      749    0.002    0.000    0.006    0.000 genericpath.py:39(isdir)
      700    0.002    0.000    1.318    0.002 GerrymanderingMCMC.py:160(__get_district_subgraph)
     1764    0.001    0.000    0.002    0.000 graph.py:477(add_node)
     2100    0.001    0.000    0.010    0.000 abc.py:137(__instancecheck__)
      753    0.001    0.000    0.014    0.000 genericpath.py:16(exists)
      417    0.001    0.000    0.001    0.000 mst.py:402(maximum_spanning_edges)
     1831    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
     1506    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
      417    0.001    0.000    0.005    0.000 decorator.py:decorator-gen-546>:1(maximum_spanning_edges)
      417    0.001    0.000    0.001    0.000 union_find.py:38(__init__)
     1507    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      754    0.001    0.000    0.001    0.000 codecs.py:186(__init__)
        1    0.001    0.001 1388.346 1388.346 runner.py:7(main)
     1050    0.001    0.000    0.001    0.000 _collections_abc.py:302(__subclasshook__)
     1506    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.001    0.001    0.001    0.001 RDS.py:36(summary)
1053/1052    0.001    0.000    0.004    0.000 abc.py:141(__subclasscheck__)
        1    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
      749    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
     1050    0.000    0.000    0.186    0.000 reportviews.py:171(__len__)
      250    0.000    0.000    0.000    0.000 MMD.py:11(append)
        1    0.000    0.000    0.001    0.001 MMD.py:21(summary)
        1    0.000    0.000    0.015    0.015 BWP.py:34(save)
      350    0.000    0.000    0.000    0.000 {built-in method from_iterable}
     1050    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 BWP.py:8(__init__)
        1    0.000    0.000    0.266    0.266 GerrymanderingMCMC.py:81(__load_json)
        1    0.000    0.000    0.000    0.000 RDS.py:6(__init__)
        1    0.000    0.000    0.016    0.016 encoder.py:182(encode)
        1    0.000    0.000    0.016    0.016 decoder.py:332(decode)
        1    0.000    0.000    0.016    0.016 __init__.py:183(dumps)
        1    0.000    0.000    0.001    0.001 codecs.py:319(decode)
        1    0.000    0.000    0.016    0.016 __init__.py:299(loads)
        1    0.000    0.000    0.266    0.266 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1061(_opener)
        1    0.000    0.000    0.000    0.000 MMD.py:6(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1199(open)
        1    0.000    0.000    0.000    0.000 graph.py:1345(adjacency)
        2    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5555558899a0}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}


New Profile

26 

         4148953712 function calls (4114853354 primitive calls) in 1392.884 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
321133207  187.137    0.000  229.296    0.000 coreviews.py:278(__getitem__)
317770222  184.428    0.000  665.584    0.000 GerrymanderingMCMC.py:173(<lambda>)
324832248  126.528    0.000  173.601    0.000 graph.py:666(nodes)
160136743  109.622    0.000  310.004    0.000 connected.py:185(_plain_bfs)
188842783   99.330    0.000  141.376    0.000 coreviews.py:276(<genexpr>)
324464199   87.314    0.000  312.384    0.000 reportviews.py:177(__getitem__)
616732693   78.159    0.000   78.159    0.000 filters.py:58(__call__)
   717564   75.257    0.000  909.380    0.001 {built-in method _functools.reduce}
160136743   64.053    0.000  112.440    0.000 {method 'update' of 'set' objects}
