votes,seatsR,seatsD
0,0,0
0.38384488900384817,0.0,0.0
1.383844889003849,0.0,0.0
2.38384488900385,0.0,0.0
3.383844889003851,0.0,0.0
4.383844889003852,0.0,0.0
5.383844889003853,0.0,0.0
6.3838448890038535,0.0,0.0
7.383844889003854,0.0,0.0
8.383844889003855,0.0,0.0
9.383844889003857,0.0,0.0
10.383844889003857,0.0,0.0
11.383844889003857,0.0,0.0
12.383844889003859,0.0,0.0
13.38384488900386,0.0,0.0
14.38384488900386,0.0,0.0
15.38384488900386,0.0,0.0
16.38384488900386,0.0,0.0
17.383844889003864,0.0,0.0
18.383844889003864,0.0,0.0
19.383844889003864,0.0,0.0
20.383844889003868,0.0,0.31785714285714284
21.383844889003868,0.0,0.7392857142857143
22.383844889003868,0.0,0.8928571428571428
23.383844889003868,0.0,1.3178571428571428
24.383844889003868,0.0,1.5928571428571427
25.38384488900387,0.0,1.9321428571428574
26.38384488900387,0.0,2.5749999999999997
27.38384488900387,0.0,3.2642857142857142
28.383844889003875,0.0,3.9107142857142856
29.383844889003875,0.3071428571428571,4.485714285714286
30.383844889003875,0.6964285714285714,5.171428571428571
31.383844889003875,1.4392857142857143,5.592857142857143
32.383844889003875,2.289285714285714,6.225
33.383844889003875,3.5428571428571427,7.6499999999999995
34.38384488900388,4.842857142857143,8.967857142857143
35.38384488900388,7.0285714285714285,11.189285714285715
36.38384488900388,9.42142857142857,13.157142857142857
37.38384488900388,12.385714285714286,15.325
38.38384488900388,16.032142857142855,17.53214285714286
39.38384488900388,19.739285714285714,20.164285714285715
40.38384488900388,22.989285714285714,22.725
41.38384488900388,26.357142857142858,25.45
42.38384488900388,30.15,28.75714285714286
43.38384488900389,34.19285714285714,31.821428571428573
44.38384488900389,38.417857142857144,34.1
45.38384488900389,42.20357142857143,36.38928571428571
46.38384488900389,45.417857142857144,39.22857142857143
47.38384488900389,49.075,42.06071428571428
48.38384488900389,51.67857142857143,41.832142857142856
49.38384488900389,54.65714285714286,44.69285714285714
50.383844889003896,57.574999999999996,47.68571428571428
52.383844889003896,57.32857142857143,50.28214285714285
53.383844889003896,60.45,53.207142857142856
54.383844889003896,63.3,56.53571428571429
55.383844889003896,65.9,60.22857142857143
56.383844889003896,68.17857142857143,64.55
57.383844889003896,70.86428571428571,68.60000000000001
58.383844889003896,74.20357142857142,72.58571428571429
59.3838448890039,76.89285714285714,76.02499999999999
60.3838448890039,79.54285714285714,79.71428571428572
61.3838448890039,82.14285714285714,83.32857142857144
62.3838448890039,84.33571428571427,86.94285714285715
63.3838448890039,86.47142857142858,89.89642857142857
64.38384488900391,88.45357142857144,92.97142857142858
65.38384488900391,90.69642857142857,95.15714285714286
66.38384488900391,92.03214285714286,96.45714285714286
67.38384488900391,93.46071428571429,97.71071428571429
68.38384488900391,94.40714285714286,98.56071428571428
69.38384488900391,94.82857142857142,99.30357142857143
70.38384488900391,95.51428571428572,99.69285714285714
71.38384488900391,96.08928571428571,100.0
72.38384488900391,96.73571428571428,100.0
73.38384488900391,97.425,100.0
74.38384488900391,98.06785714285714,100.0
75.38384488900391,98.40714285714286,100.0
76.38384488900391,98.68214285714285,100.0
77.38384488900391,99.10714285714286,100.0
78.38384488900391,99.26071428571429,100.0
79.38384488900392,99.68214285714285,100.0
80.38384488900392,100.0,100.0
81.38384488900392,100.0,100.0
82.38384488900392,100.0,100.0
83.38384488900392,100.0,100.0
84.38384488900392,100.0,100.0
85.38384488900392,100.0,100.0
86.38384488900392,100.0,100.0
87.38384488900392,100.0,100.0
88.38384488900392,100.0,100.0
89.38384488900392,100.0,100.0
90.38384488900392,100.0,100.0
91.38384488900392,100.0,100.0
92.38384488900392,100.0,100.0
93.38384488900392,100.0,100.0
94.38384488900394,100.0,100.0
95.38384488900394,100.0,100.0
96.38384488900394,100.0,100.0
97.38384488900394,100.0,100.0
98.38384488900394,100.0,100.0
99.38384488900394,100.0,100.0
100,100,100
